#visible_distance(float) space view_sector(float)
100 135
#sequence of units
#2D_position(float;float) space 2D_direction(float;float)
590.806;-1453.24 -2.21274;-2.7929
3650.71;3707.16 -4.2468;3.94528
2610.36;-3227.97 -1.7449;-3.88424
987.471;-4107.91 3.63918;-1.80227
1669.8;-2187.18 0.138707;-3.66543
-1055.44;-1780.8 3.46004;1.83187
-1619.14;-4457.71 -3.89706;-0.560778
3803.59;-2300.62 -2.51396;3.23206
1607.66;-1440.3 -1.0683;-2.10044
-3457.44;1031.2 2.57897;-1.74001
4720.23;-3882.66 -1.7159;4.80743
622.724;3512.33 -2.42698;-1.89352
1353.89;-2954.22 -1.29566;-0.148472
-2161.77;2247.26 1.91061;3.39137
2320.59;-1911.34 -1.12293;1.54622
-1532.1;-3819.98 -4.47783;4.51659
-3649.78;-3496.41 2.13828;-4.29411
-2178.33;1650.4 -0.0379953;-1.73391
-1927.52;-946.198 -1.76992;0.173803
925.02;-2507.85 0.788445;0.659963
1612.36;-1244.41 -3.68923;-4.20438
614.723;310.347 1.198;-3.94681
2290.2;-4182.47 -0.789056;3.64986
4581.63;2426.56 -3.09198;2.48985
380.012;-4124.83 -1.05731;-1.4803
-3214.8;1770.16 2.28996;3.30165
-3479.2;4653.82 3.45698;-1.37593
-4520.77;-482.462 -2.24998;4.96216
-2143.06;9.45264 4.65056;1.59261
-2057.42;3699.16 -1.63411;1.18732
-3223.64;-4267.03 -2.37541;-3.31019
2733.79;646.279 3.76553;3.2873
-1495.56;-3125.81 1.19343;3.29585
4520.02;-892.382 -0.738091;-3.23298
2226.93;-795.466 -0.359661;-4.3704
-377.393;4067.4 -1.76382;4.17966
2476.57;4138.84 -4.27305;3.72799
2252.81;-3420.95 -4.23002;4.22575
1217.08;1522.7 4.95056;0.669118
-4664.92;-4345.44 3.52809;-2.89331
2072.1;-3568.78 1.0506;-3.94742
-3305.53;2385.5 -4.10978;-3.87356
-3746.2;3829.13 2.76971;-4.2758
2760.53;-2358.4 -2.66289;-4.45891
-2795.6;1688.32 1.85812;-2.24845
74.9141;2690.39 1.07929;4.66277
386.662;4091.31 2.33329;4.6527
-3058.6;3210.11 -1.05731;-1.79159
1299.09;-2274.83 0.987732;1.87124
-749.525;2773.26 2.50023;2.90521
-4337.99;-1698.34 -0.854365;2.50359
-2963.12;-3234.61 -4.54466;0.338603
-247.851;-1028.01 -4.32768;-1.72475
-343.852;-306.24 -2.72607;-3.94467
-3954.83;625.513 1.23096;-3.23267
-3752.72;2540.71 -1.93167;4.91516
3342.51;657.632 3.79025;4.8941
2730.71;2452.92 4.72869;2.69219
-3615.09;-2841.12 -4.6176;-1.37349
-3751.86;396.583 -1.69362;3.92575
-2758.16;-992.764 0.112461;-1.0268
2384.99;-4728.53 2.64855;-3.97641
-2667.48;4001.87 3.41365;4.20408
3604.92;2873.63 4.27702;-0.388043
3785.13;1878.35 2.55638;-1.67348
400.121;-4388.05 3.52534;-4.86267
1770.23;2134.92 -1.59352;-4.18577
-2148.31;-476.682 -3.08161;-4.28098
3166.2;1542.51 -1.56758;2.58263
2850.37;-1468.94 0.807672;-3.75027
1815.14;-4575.11 0.963316;3.21436
3618.99;-4039.21 -3.74783;-1.25324
-3827.14;4257.07 0.696585;4.43724
-2334.58;-3166.02 -4.84832;3.95535
3639.16;2270.14 -4.54405;4.85076
1975.92;-3893.82 -2.369;-0.802179
560.132;3084.54 4.19919;0.90228
-1669.39;1127.37 0.670644;2.47826
-4417.43;135.692 -3.72463;-0.886715
2507.41;3368.01 -2.00919;2.82983
313.414;-2022.73 1.93442;4.55657
2547.47;3226.8 1.18397;-3.07916
1229.69;2283.54 4.08261;-4.41832
1977.75;2984.23 2.09799;1.90359
-1232.04;-3073.27 1.292;4.7943
-1813.69;-3757.12 -3.53175;4.51598
415.869;2311.19 2.0574;-3.72158
-319.268;924.195 -1.19831;-3.56624
-3820.49;-1714.89 0.305338;-0.922727
-2566.98;3979.89 -1.4919;-4.12687
1134.02;3629.69 2.14988;-3.08374
3307.49;-3237.46 -2.7163;-4.56023
-4388.24;1382.6 3.90286;4.18302
-4440.95;-2624.18 -2.25608;-3.76766
-1700.66;1801.04 1.32923;-1.84988
-2803.43;3675.16 3.30683;-1.80593
-597.034;-1694.77 0.157323;-2.54479
-4352.04;-783.502 -0.675832;-3.28761
-1545.61;4525.06 -2.16575;-3.17438
4631.54;2612.23 -4.53368;-4.52666
-3738.27;3255.9 -3.464;-1.9451
-4340.32;630.478 -0.646229;-4.43968
-2565.04;4613.98 -2.57653;-2.76971
-264.078;-110.068 1.44002;0.808282
-4677.84;-2636.07 -3.84915;-1.79128
3687.65;-100.292 1.1449;-0.597095
-4349.14;-24.1738 -0.37553;2.34306
-2110.97;137.146 4.23673;1.7333
3802.25;-4410.77 4.00876;4.45982
-3069.82;3601.02 1.46626;4.49461
3919.25;4130.76 3.98526;-4.91607
-4146.17;-1891.12 -1.55232;1.03687
-4585.86;936.143 3.26014;-1.08234
2555.03;-340.07 -3.20612;-2.03055
2477.66;521.634 -3.67824;-0.435041
-3582.7;-1389.54 -3.50307;-1.98904
542.536;-3680.14 1.45009;0.509201
454.229;-3992.45 -0.438093;-0.908994
3061.36;-85.7471 4.97192;2.33909
-4490.85;-1073.39 4.88952;-0.297708
-312.18;1899.18 -3.23084;-3.77407
4043.21;2975.84 4.40977;0.501266
-1447.9;4077.41 -2.95984;3.65047
-2589.76;-638.639 0.462813;2.16056
4223;1376.89 4.30235;2.37754
596.767;-2892.09 4.43449;-0.529649
-3102.55;-2344.54 4.65331;-1.3152
1884.66;4391.74 -3.3636;1.68996
-3220.24;-696.326 2.27775;-4.16166
3832.74;-2903.84 -2.55943;-0.851314
-1105.02;-3961.14 1.20563;-1.1803
702.139;-4157.48 -0.337993;-3.90194
2455.89;3511.36 -1.68081;-4.69878
3703.17;-476.282 2.18986;-0.185705
4047.89;-195.79 -2.38823;2.87408
2128.77;-638.419 4.87304;-4.05271
1309.96;-1681.76 -4.30479;2.52373
251.933;-1251.14 4.65026;0.125278
-2231.68;-4056.63 -1.44337;-1.64266
-560.889;1622.16 2.93481;-4.19675
-483.803;1632.04 -0.431684;3.58028
83.6216;-2619.24 4.2468;-1.63228
3762.45;-3707.66 -1.2566;2.72179
-4605.16;-1847.82 -3.905;-4.51476
-2130.62;879.801 3.24549;0.111851
3551.78;-1889.3 0.112156;3.70724
-3266.53;1410.68 -0.854976;4.60936
-1280.78;3751.03 4.43419;1.31733
-2383.67;751.745 4.42869;0.576036
1303.76;-4415.53 -2.66442;-2.56249
1258.98;1788.65 3.25495;-4.89532
2021.16;-2137.61 2.11264;-2.62383
-3028.89;-3560.6 1.46382;1.49648
-1317.93;-3843.33 3.21406;4.23246
4590.86;-2391.35 3.33461;-1.01581
-3061.47;94.1274 3.62514;-3.25617
-3074.12;2660.61 -0.40788;-1.28712
2913.01;456.002 3.50063;3.39351
-307.095;-137.634 -3.33399;-4.03592
-1528.36;-2940.04 0.0468454;2.75567
-2237.25;-866.028 -2.80145;-1.36738
1094.56;4566.97 -1.34449;0.101779
266.41;3673.34 1.80105;1.95334
4368.88;-761.469 -4.71435;0.250099
-4413.14;-3303.6 2.0632;-0.522019
3094.7;1206.33 0.0968962;-3.33277
173.264;-1221.6 4.81017;0.30137
983.591;-4232.11 2.33177;-3.17927
-2625.5;1322.7 -2.38975;2.53868
991.069;-608.076 -3.55098;3.77895
-2206.18;-1555.77 -4.46654;3.05017
-3166.01;1912.3 -0.493332;4.06461
-1024.27;-3180.84 -0.841243;3.42006
2643.52;-2195.16 -0.206458;1.75436
1780.53;3568.53 3.83175;2.18192
571.208;-4548.1 -3.28608;-1.16779
169.789;1477.38 0.171972;3.29493
468.968;4452.87 1.91916;1.78976
-138.449;3886.28 -4.16684;0.870846
-938.515;1051.73 1.69027;4.47874
1186.37;4495.59 -1.4919;0.151525
-4280.95;886.874 0.571459;-2.78893
1584.38;-2384.23 0.188147;4.73296
124.229;-990.882 -3.74722;2.11264
-752.108;4129.63 2.66991;0.0447092
4204.11;-1235.99 -4.29716;4.72289
-2091.41;1787.71 4.31425;3.07459
1349.88;294.49 2.55181;1.84683
3549.28;-404.889 -1.94662;-1.65395
-2473.07;4036.07 -4.27641;-4.34263
3866.34;-1922.42 0.649586;0.144505
-4103.14;1549.26 -0.680716;4.04752
4147.46;1414.69 3.20154;0.99353
1026.64;-276.418 3.75027;-2.77184
-182.04;-1504.18 2.90246;-3.61812
-3348.83;-4507.35 -1.8804;0.584888
-3819.77;-4256.93 -3.95108;-4.25901
-1823.28;2317.57 3.85647;3.7759
1678.72;453.652 2.29911;-0.331278
-4058.15;-347.561 -0.401776;-3.91598
3958.02;736.882 0.177465;3.40938
796.141;-1508.06 -2.67693;-1.97989
2227.06;-2842.7 3.83663;-3.4228
-1091.08;2322.95 -0.266579;-0.827204
3969.14;3316.23 1.06159;-0.864437
-396.394;1439.81 -1.11164;2.3104
4462.69;-2879.14 2.53075;3.62148
1663.4;527.781 -3.91446;3.73318
4180.61;-2873.41 2.32139;3.623
-2455.05;-3108.65 2.99676;-0.125889
-208.541;-2253.39 -0.332194;-1.49373
-2945.64;1127.22 4.04691;0.151219
3817.1;1981.46 1.97073;4.39146
-2855.46;-656.522 0.0498981;-3.93185
1274.89;-4322.43 -0.947142;1.37898
-1281.59;3608.39 3.09107;-3.43287
-879.865;810.582 -1.33168;-2.97296
-2925.58;-1838.53 2.6577;-0.371563
3502.98;-2907.07 3.26044;-3.92239
965.556;1259.26 3.02454;0.124668
-1775.92;-4157.11 -2.03207;-3.56716
-2113.75;4556.09 1.88528;3.91965
-2468.18;526.333 -0.114902;1.38203
2855.64;619.942 0.23545;-1.77847
-600.006;526.104 -1.433;-1.92251
-1422.11;-2189.41 3.50581;-1.8157
4010.05;-1959.24 -2.20969;2.26279
-4377.6;4301.24 3.94436;-0.240639
-3194.12;4098.01 -1.44185;-0.753044
2304.22;-412.148 4.24955;-1.20411
-3382.94;3775.93 3.35994;1.13269
-4217.83;3019.1 2.45354;-3.60622
4450.76;198.631 1.67806;0.29252
3819.37;1923.39 -1.94662;0.504929
-849.69;282.024 -3.25373;-0.904721
-3976.55;4133.18 -0.603199;3.78445
-1996.67;-2894.52 3.558;-4.1174
4321.02;-4169.18 2.31193;-2.30796
-103.286;3568.85 -1.87765;-2.80419
-1670.97;-3718.44 -0.00869799;2.84448
2608.8;594.848 -2.02597;-3.74783
-1096.78;-243.25 4.12564;-4.38383
2989.32;380.697 3.93002;-2.32871
1421.22;-3900.42 -2.71508;0.991394
-1723;-3106.57 3.09687;-1.54805
460.949;-3076.74 -3.44722;1.66555
-2356.14;4028.01 3.13044;-4.80071
-2631.71;3774.34 -1.59169;3.39625
-1515.65;-647.899 -2.25883;-2.40013
-148.522;238.384 4.859;-3.39381
248.314;887.748 3.45485;-1.85049
-4541.17;4250.08 0.823847;4.23429
1208.6;4049.58 -2.38334;-1.87063
-1093.88;-1183.94 2.76605;-4.16501
-3629.45;-2950.97 -2.34672;-0.167089
570.453;-4339.4 -1.42415;-2.06595
3744.44;78.7847 1.57735;-4.95911
-2091.29;-4492.81 -1.29658;0.626392
982.512;1218.9 -0.253456;-0.248573
719.114;-527.608 -1.45863;0.429243
-694.884;-2092.12 -2.12821;-4.84863
1266.5;-1095.28 2.0574;-0.616016
560.723;-1343.11 1.2743;4.84893
-21.4282;-1908.53 -3.32179;0.406354
818.391;3244.95 0.393231;-1.65609
-4015.6;-2715.53 -0.578784;-1.11011
4140.71;-2318.69 -2.45506;0.760369
-3090.31;-465.349 4.27793;0.555894
1246.32;88.2437 4.9295;-1.18213
2637.19;-3983.06 0.845515;-4.44426
3641.51;3560.34 3.88791;3.06238
-719.142;2268.94 4.21232;-1.17725
-2592.67;-2834.4 -4.588;-3.66115
-489.838;541.705 -3.91293;-3.32789
-2335.28;1577.86 1.90085;-1.47755
2568.06;-3616.52 -2.81396;-0.344707
-4392.93;1849.84 0.16831;-2.50999
688.143;-567.963 0.86108;1.65853
-2889.07;3402.2 -4.29838;-3.64986
-4350.34;868.305 -2.01376;-4.74395
-815.775;3241.48 -1.83065;-3.08069
-1631.33;1694.67 3.08863;3.31233
3696;2985.63 -1.82211;-0.553453
2556.36;1472.04 1.73147;-3.16858
-3875.73;431.676 -4.71923;-1.40767
-4358.32;1740.49 -0.852229;-0.938902
-2401.71;-4201.1 -2.76421;-4.3466
-2175.37;-2963.07 0.122532;-4.1583
799.755;3583.29 0.513168;-2.95953
3064.29;-1407.13 0.124668;2.21091
-2781.07;-2038.15 2.05252;-0.995972
2385.58;566.477 -2.30827;-4.74883
-3536.16;-1000.15 2.27134;-1.38844
-749.702;-3008.56 -1.93838;3.19605
1650.24;2286.23 -0.677053;0.973693
-978.888;4301.98 -1.9454;0.777764
3969.99;4319.41 4.60448;2.72057
-420.827;-501.781 2.20817;0.830867
-3620.88;-2517.4 -0.486618;1.72842
1066.62;-1085.27 0.157628;2.14347
-2642.16;-2390.41 3.45668;3.09748
-1242.99;-1352.38 -4.72961;3.558
3872.87;-3751.43 3.10816;1.37623
4008.48;1576.51 4.52971;4.32401
-543.743;-529.77 2.9162;-0.960265
3448.42;-3936.02 -0.336771;0.698721
-717.958;386.572 -3.13837;1.21601
141.15;3129.26 -0.468612;-1.20075
-2429.95;2202.19 1.46596;-3.33888
1954.56;3542.51 3.75637;3.70388
-3050.55;1974.1 0.0483713;4.9884
2114.82;-3783.31 -2.39402;4.80346
3012.27;-2057.73 -1.76626;0.141758
-3224.34;-676.642 -1.87246;-2.59758
2086.61;2441.19 0.711539;0.125278
3658.85;3263.08 1.52852;0.57329
2868.85;-2310.03 -0.758233;2.97784
1192.66;977.379 1.81173;1.25355
-1492.3;-4249.93 1.91427;-0.999939
3157.48;-3074.74 0.655995;4.60082
1482.9;-3442.35 3.65596;-0.768303
85.0264;3739.66 -1.44948;0.593432
-976.287;-3629.93 -2.01132;0.177465
274.336;-223.862 -2.82281;-3.11884
-850.374;1773.44 0.0376902;4.78332
326.029;-401.298 3.04315;-2.11142
-2706.48;-4366.39 0.787835;-0.336466
1531.55;-4126.35 2.3632;0.164342
-2285.03;-1978.71 2.59301;-1.42232
551.342;-3717.16 -2.80541;3.98465
264.645;-1340.93 -4.06766;2.15629
-917.946;3444.78 2.81732;1.20319
-2776.37;2192.58 -2.57897;3.87753
-3229.54;465.369 -3.63155;-0.645619
-1982.31;-1349.53 -0.935545;2.29453
3096.12;-4401.4 -3.2754;2.00461
1498.27;1954.49 -1.23249;-0.489364
-3139.07;1057.6 -4.36583;-4.64843
-3861.4;-4116.73 2.09403;-4.09207
2707.85;-365.242 0.102084;1.07959
-3029.59;1526.82 -4.72869;1.12232
-631.924;-2884.62 -3.98099;-4.54222
3411.02;-1212.62 -0.54857;1.26942
-1628.74;9.37109 3.04895;4.69359
2810.45;-3975.95 -3.78384;2.42332
-893.075;-1095.34 0.757012;-3.46675
1781.54;-1661.84 4.33683;0.341349
-1524.15;1883.72 -4.00357;-1.88498
-3674.48;-719.92 -2.21976;-3.55861
1621.93;2298.42 1.5389;0.0682087
-3532.89;-4094.52 4.96918;0.0288396
-1788.49;-3393.55 -4.04233;-3.13318
-1360.88;460.947 -0.71337;-3.22901
2048.12;-1169.52 4.76257;3.43074
3642.97;4315.99 0.837276;3.42738
2926.48;-1610.8 2.77856;-2.02414
172.378;784.163 -0.547655;-1.17756
-423.875;3441.77 -2.21702;1.11805
2713.9;-4311.29 -1.05029;1.07501
-1848.05;971.185 -4.61455;1.22242
1787.84;-3161.29 2.6397;1.07257
2973.11;2297.36 -4.83764;-3.9935
4056.42;212.172 0.0840783;2.19993
-468.728;-3460.64 -1.96158;0.391095
2563.16;-570.267 -4.89563;-3.68587
650.41;-1696.09 4.92035;0.601673
1286.61;736.46 -4.96185;-4.02738
-3750.63;3398.89 -3.42158;4.52055
-3519.66;-778.801 1.24805;2.90796
1678.63;3291.77 4.7824;-1.71255
3403.34;-3982.14 0.87878;2.75506
902.16;-3793.39 4.67956;-0.847651
-4341.13;3299.26 -0.134129;-3.97122
-2982.32;3720.45 -1.5685;4.57671
-3947.52;1751.71 -2.80786;-4.65026
1895.32;-4364.61 0.0959806;-2.41661
458.995;866.361 0.397809;-1.0799
447.84;-2776.66 1.75863;-1.639
131.102;-1382.29 2.33482;0.25132
4385.44;-1356.38 0.916318;2.11356
-3775.43;-269.76 -0.821711;4.1406
1036.92;2487.88 -0.889462;3.16218
-2256.59;4118.07 -0.318156;-1.10401
434.311;-2674.64 1.8096;-4.70336
2954.18;867.214 -4.31333;4.81536
4026.22;-1454.89 -0.45854;-1.6213
-416.262;3001.26 3.87875;-1.08966
1013.73;-2341.43 0.277261;1.19129
1357.38;-445.38 -1.2035;-4.11435
1030.47;-3480.65 3.06299;0.54033
-2525.27;1345.75 -2.9104;-4.63652
-2599.12;2934.17 2.90307;-3.39167
150.833;4100.68 3.02606;-4.63958
1999.58;-3420.28 -3.10724;4.55412
-3655.25;1170.53 -4.75097;2.01559
1950.09;-2725.08 1.60237;2.36412
-2543.84;1708.37 4.78759;-4.43571
-3329.7;-2118.78 1.70705;4.95605
2083.69;1550.93 4.31059;2.56767
761.276;-448.291 -0.12711;4.52818
3912.23;3600.66 -1.36189;4.3878
4068.43;-331.742 -2.11234;-2.83807
679.281;-269.22 -3.50276;1.91305
3186.63;2859.46 -0.955382;-4.32615
4212.46;2117.55 3.53023;-3.46248
-1124.49;2369.9 1.7745;-1.28376
-1110.04;1001.06 -3.44813;-2.61437
3347.29;2049.71 4.52879;-3.87112
-2213.84;-1791.76 -0.940733;4.78881
-3975.93;-75.5933 1.91336;0.541856
3328.68;2226.75 -2.01285;0.0117497
3208.63;3580.41 2.06931;-4.77538
4207.72;2487.79 1.71682;1.23066
3429.06;-1578.25 -4.69237;-1.80929
-335.571;1738 -0.665761;-4.24223
504.646;290.869 3.99197;2.54662
-1457.75;1271.01 1.13758;-1.4803
1231.99;-360.449 3.66909;3.09412
1936.95;418.313 0.394757;-3.21741
2973.18;-1199.92 -4.54588;-0.816828
-4269.44;1506.6 -3.64864;1.12934
-140.499;2155.51 -0.336161;3.81191
-3304.63;2783.58 -1.51051;2.68609
-1188.16;3057.95 0.69628;-1.02191
3439.92;-3177.78 2.0333;-3.40144
1662.98;2453.21 3.16706;-2.71783
989.029;591.605 4.70916;1.75954
-2845.95;-2017.71 -0.710013;-0.222022
1362.64;3599.29 4.75158;-3.2165
-2316.71;-3976.17 -2.48955;0.0733972
-2128.97;167.106 0.162816;2.23563
-1471.13;2983.92 2.38884;4.68413
-871.614;901.427 -0.780206;-0.89404
-687.259;-4099.73 -4.26756;-0.367901
3030.83;-2727.78 2.23106;3.53847
348.06;3167.12 -1.021;3.30073
-1956.91;1449.76 4.54619;-2.19504
85.4795;-1182.49 -3.17133;-4.46654
406.566;-4337.19 0.811945;-2.46635
2362.96;2825.38 2.12821;2.987
-3431.84;319.231 0.48265;-4.81506
-1390.19;3783.81 2.00217;0.731986
-17.1294;-561.287 4.57488;-0.221717
3391.24;339.19 -4.76348;0.105441
-4229.81;2201.78 3.67702;2.86798
3977.52;-4235.74 0.912351;2.81121
-365.224;-3261.54 -2.79321;0.770745
-1938.44;-2016.43 -1.71377;1.27247
-3950.9;-3623.11 3.92026;3.04132
-2293.64;-1038.97 -2.07389;-4.76714
-702.34;4331.34 3.66634;-2.79992
-370.899;2994.62 4.09146;4.60875
2569.47;1279.63 0.398419;-0.290689
53.6421;-403.841 -1.63289;-1.41133
-2296.29;-855.564 -3.57021;3.19849
1931.16;2602.64 4.54741;0.988037
-4038.66;-3942.31 -2.05741;-0.0572224
-2792.79;-796.219 4.76653;1.84835
-2193.89;-2439.44 1.74459;1.58803
2230.69;-119.173 -3.11762;-4.71099
-1486.21;-170.718 3.27784;-4.87182
-1156.94;-1686.55 3.11151;3.6108
3512.04;-4314.61 -4.12381;-4.86786
-2047.06;-2565.6 -0.0926237;-2.35618
1470.3;3317.79 1.27369;2.21976
146.481;-2462.18 -0.902585;3.35383
-876.44;-3515.93 1.36097;-2.21274
745.006;-1516.02 0.263833;4.68871
-3469.95;-3986.31 1.19434;4.98688
-4067.73;-1347.73 4.37651;2.68426
-1936.36;2185.18 3.25343;-4.05026
-1409.63;-699.999 -1.32405;0.813166
-1470.75;1829.18 2.94885;-4.73449
3326.72;-2969.7 2.80694;-3.41243
-3689.21;-1913.48 -4.62127;-0.292215
-4137.46;-1050.94 -3.80001;-0.588855
-1072.04;2310.74 3.33979;4.20927
-1998.56;15.6743 -3.29493;4.67895
3765.07;-3136.13 -3.41884;4.09085
1384.37;360.608 0.47441;4.13083
-2813.78;-1702.85 2.3159;3.53633
-2625.73;2073.03 3.09442;2.4514
-2161.75;-3589.5 -3.02515;0.319681
-685.691;2765.78 1.96921;0.123142
-2503.71;2288.31 -0.781426;-3.21802
-3128.94;3157.08 -0.0459304;2.52708
-2097.44;-1788.29 4.19279;-2.94275
-2295.39;2792.13 0.236976;-4.7058
-3078.68;-3582.14 -0.964538;0.548875
1231.95;1154.45 2.47185;-4.09238
1625.1;-203.154 -0.362407;1.65731
-648.444;4153.64 0.161595;1.55354
-592.639;2485.67 -1.35212;-4.24528
4042.53;1568.59 -0.708793;3.22352
-959.721;-4167.54 4.73235;1.41469
-1404.95;1502.01 -1.79006;-3.93551
3933.49;-3093.68 3.0813;-1.1153
1748.84;1374.4 -1.23615;-4.0173
3725.86;-3608.94 -2.83166;4.81658
3903.74;-1283.34 -1.31977;2.49413
1316.06;-2144.34 1.7568;3.23969
-991.691;-1284.84 -4.80224;-2.17551
-2019.19;2203.32 -2.84234;2.79046
269.835;1356.25 -0.0471511;2.26371
-3236.61;-2476.91 4.73876;0.186621
-3139.8;2544.64 -4.89166;-4.2349
-1650.46;-2798.12 3.68099;-0.0440993
-2463.4;575.661 0.740227;-4.20164
-1973.48;-2416.01 -1.01306;0.410321
-1903.46;-624.29 3.46767;1.4507
853.672;1065.16 0.739006;-4.12595
1379.85;-41.4258 -3.66329;3.77773
3612.33;1664.35 4.60601;-4.83978
4044.62;-2744.7 -0.04532;2.40562
3551.1;1656.52 3.60164;-3.70296
1561.35;-585.553 4.86969;-1.61641
-380.227;-707.852 1.09333;-2.49626
2814.69;1077.25 -4.79431;3.28364
3322.07;-1008.38 -4.94171;4.41862
2991.03;-3733.99 3.5464;4.55351
-675.631;1216.55 3.5931;3.57387
332.848;-3424.56 -2.93542;-2.88293
1212.33;-2292.63 1.66921;2.12333
-3168.06;3408.36 4.90844;1.22791
-2842.66;-2315.01 -0.857418;3.81954
-12.895;2698.71 -3.16858;-3.43196
-785.372;-426.479 0.0117497;1.23829
27.9912;-890.643 3.07794;2.60186
-283.362;2255.57 2.92413;4.25748
-562.035;-4232.77 -4.48668;-4.82391
-2934.94;-3955.18 2.93481;4.78149
839.081;-3568.73 0.00961304;-0.626698
-3052.93;1621.46 4.51414;-2.2808
-4026.5;-4060.83 0.0752282;-1.38874
-2420.59;3447.16 -4.19431;-1.78884
-1635.13;1551.19 1.74032;-0.00473022
1597.07;-629.189 4.13419;-4.89593
340.433;-28.7051 -0.312052;-4.07926
3446;-4156.57 2.76208;0.67919
-697.294;-2159.91 4.63866;1.92373
3389.86;-41.6641 -1.10034;-3.37275
-522.043;-599.383 1.9808;0.782647
-2965.33;-181.239 2.96075;-3.7228
-2276.95;-1965.92 1.65548;2.8695
-61.5947;1266.78 -0.928831;3.07031
-4078.17;-1376.42 -0.711844;2.75201
-3234.99;1859.03 -3.17225;-4.7116
-2577.25;2696.72 -1.42689;2.04581
2014.91;4187.22 4.30387;-2.9693
-3938.33;-1080.59 4.90387;-1.48579
2838.81;517.313 2.30918;-4.56175
211.408;1336.67 0.257118;1.4214
-3621.81;-3297.2 -0.103305;4.17325
-1537.9;-474.245 -0.673696;3.13318
2623.45;-1060.43 1.12018;3.14295
2744.15;-1051.9 -3.09626;-3.03186
2029.47;-2621.44 3.04346;4.47874
-806.038;-1293.67 -3.4872;1.30116
1417.18;-2569.28 4.99634;4.76012
1836.54;59.8271 0.292215;-0.0880461
-844.74;-2988.17 -0.917234;3.49391
-2862.71;3278.84 0.126804;-1.41011
2267.8;2988.05 1.94113;-2.16147
-246.439;1334.44 0.0331125;-2.01743
2262.86;2113.15 -2.25211;3.58272
-747.742;-4194.45 -0.211036;2.70012
2811.08;-3489.88 2.47917;2.3693
1012.29;1115.21 -0.180517;-3.33613
-2301.98;2085.36 -0.583972;-4.82543
477.354;3350.76 -2.67296;4.71099
576.994;1545.14 -4.09635;2.03421
762.4;472.232 3.67641;0.443282
-292.805;4130.83 1.35914;-1.98294
-2499.13;-2957.62 3.02576;0.330668
-1737.07;761.858 -3.47224;-4.54375
-1462.73;-4191.48 2.21091;4.06217
-3461.81;482.998 3.9938;2.4221
2455.08;3009.11 1.87674;1.14673
549.145;-3791.79 -0.0654621;-2.54936
3503.07;-3207.02 -1.13819;3.76644
-2040.35;3235.58 -2.86889;0.519273
-2436.81;2083.06 -0.171056;-4.12473
2506.91;1850.98 -0.774407;0.273293
-2427.68;2087.46 -3.85006;-1.44551
-1668.98;3210.92 -3.77285;-2.49626
-544.894;-1604.37 0.0379953;1.61122
3319.05;2498.62 1.27247;4.87213
-321.287;452.472 1.92923;1.43086
-1249.3;-3658.83 -1.3683;2.88812
-3007.22;3501.43 -0.883053;-4.92157
3106.81;-2977 2.96655;2.13553
3618.26;-2944.49 -4.36613;0.651722
3874.58;1499.91 -0.16068;1.75008
-1346.51;3793.68 3.38588;3.87997
-222.592;-659.317 -2.53136;4.14457
209.471;-2347.99 4.53215;0.978271
1961.38;2682.25 -0.260781;-4.01486
4113.28;3631.27 -4.87915;-2.25272
2666.89;-2559.61 0.458846;-4.57976
-672.356;1241.93 -0.0282297;4.92584
3738.98;536.554 -1.13453;-4.44578
1144.62;1151.79 -1.19312;-0.208594
-4184.86;-3534.6 -3.61324;4.17661
1529.23;1148.68 3.63521;4.01303
-2737.23;-3423.74 4.6466;-0.264443
-3963.31;-2278.75 -2.61589;-2.24845
1938.82;2928.61 4.72228;3.56777
3329.56;2838.74 3.78475;0.0123601
3476.67;2591.57 -2.34581;-1.6277
2000.77;-1032.37 -1.49892;-4.75372
3814.58;654.763 -3.79666;2.93939
2450.59;-184.423 1.51631;-3.7991
-2338.49;-164.984 -2.14316;3.12555
2561.43;-916.827 0.76281;3.02332
-158.783;2081.78 -0.91113;-0.920286
3036.31;-209.748 -2.9931;-1.39058
-1584.65;-1308.79 0.866268;-1.27857
-1320.21;-1372.2 -0.019074;0.208289
835.713;-932.549 -4.59319;-2.53319
4143.94;612.336 -4.23399;-2.7282
-2452.45;-2150.37 4.18851;4.20438
-2803.53;-2802 -4.57488;-4.44334
1817.61;-2601.23 -2.79565;3.52168
-3358.58;-300.211 4.88525;-2.52342
-1228.68;2079.6 3.47438;4.18302
-659.029;2809.75 -3.92911;-1.29719
3962;1098.88 2.79901;3.85525
1781.87;3414.86 -0.712455;1.01642
-2138.62;-1749.16 -1.23035;0.0837731
-2363.8;-414.659 -3.14783;1.4095
3122.47;-3176.59 3.02637;-2.47917
1343.22;3088.95 -2.0217;-2.56279
-3782.58;-1928.31 0.764336;1.39943
-2220.1;-1169.4 4.90844;-1.18122
3372.06;-3424.35 -2.50725;-2.73736
1228.48;1083.06 0.295572;-4.71099
-2282.18;-2562.3 -2.9574;-3.06146
-1159.14;-1618.79 -4.16288;0.701163
-2771.31;-2928.29 0.824152;0.767388
3310.7;3465.11 2.15842;3.37642
-2713.45;2464.78 -1.66585;-3.92331
-1520.17;314.881 -0.0572224;2.70684
4107.42;-2543.91 -1.08478;1.91122
2338.12;-3871.11 2.31834;2.00674
2720.71;-2716.66 4.76226;0.00564575
